Hugo_Symbol	Incidence	CL97.5%	CL2.5%	Mean
OR5B17	1.038992038864825	1.2226670771822974	0.8663651487543695	1.0383873482631167
KRT79	1.0389691408127653	1.2270447794659387	0.8685333464248643	1.0364573330135358
REG1A	1.0388739530256412	1.2193399223146029	0.861609104640638	1.034111852286606
IL17RD	1.0388224678041253	1.2130186954864932	0.8713725263058861	1.0369043083649798
RFX2	1.0386732260179028	1.2079191345974678	0.8562798249166783	1.0269909746438666
TTC27	1.0386324039965678	1.2133139379745044	0.8647351973998965	1.0349569672364882
ATF6	1.038517301746417	1.215454240799467	0.8519746567366934	1.0345229716566222
ANKRD6	1.0384161074367622	1.2144502061388496	0.8708124841924547	1.0373248306348242
PRKCE	1.0380312739400643	1.2065092709996375	0.876977397968433	1.0372637413992638
ARHGAP10	1.0379406235189508	1.198902702210642	0.8691219523222091	1.0348369967646518
DZANK1	1.037806234872194	1.208067725628284	0.866481749825621	1.0342395941514493
OR2T10	1.037595005781861	1.221962169338577	0.8575266143334707	1.0351039684359722
GIMAP4	1.0374872125852153	1.21875897604906	0.8630703449294359	1.036407763482955
KRIT1	1.0374335383437585	1.2032711710154107	0.8659279467608654	1.0336746753582475
HOXB3	1.0370721719821407	1.2128884512034572	0.8641118497466597	1.0372546632258781
DMP1	1.0369457192630702	1.2062101415685442	0.8607398968608754	1.0363139292492178
OR14I1	1.0368386740186246	1.2163053878763517	0.8540851486517762	1.0348275917150402
PANK4	1.036751834429679	1.2034721884030632	0.8693565721237678	1.0320938170001115
PDE9A	1.0365861925527375	1.2212075773718825	0.8687119811814098	1.0329266866855007
ST6GALNAC5	1.0364975039233226	1.207271705910925	0.8609271342557098	1.0351301072159709
UPF3B	1.036373596852706	1.21047829994598	0.8731911372719429	1.038899073960047
PNLDC1	1.0363537879208715	1.2136688302610386	0.8712564126920574	1.0375295630785413
TICAM1	1.036204167478032	1.210073030545167	0.861246566023529	1.0323419996729233
KCND1	1.0360756817360948	1.2037760930753352	0.8710612689236781	1.0338978520836435
OR5M11	1.03594853276967	1.2155749092683803	0.8526960406503121	1.030777986328247
CCBE1	1.0358126169365105	1.1962619964002421	0.8618085627454729	1.0326860685266714
MEP1B	1.0357666192664305	1.2069577713179716	0.8675671453850803	1.0342069583320481
SP4	1.0355359702382247	1.2175473408805122	0.87221793481606	1.0358739153531733
FOXM1	1.0354864536679644	1.208670089220991	0.8579316133477812	1.0333782640127438
CDYL	1.0352976827376703	1.2029818605930753	0.8688124273004256	1.0343822227636719
DPP3	1.034876490301208	1.2104308447744223	0.8629086666233933	1.030870845430351
FERMT1	1.0348102850134038	1.2033145672947445	0.8666271711400896	1.0328704449023047
C1ORF65	1.0346967783066503	1.2117359876680758	0.8725197966125781	1.0365824849315348
ARNT2	1.034682629612444	1.2165912583725356	0.8654348611842139	1.0388075437992579
OR7E24	1.0346790360348341	1.202933480661783	0.8635704591273334	1.0328693969588043
SYT15	1.0346605615988484	1.206968835360495	0.8707855786186809	1.031979155181224
PDGFD	1.034660066133676	1.2024655162818816	0.8700958194811869	1.0323459917852182
TLR2	1.0346168686567272	1.19896717577913	0.8665219867104914	1.0333366473871763
GLYATL1	1.0346043522382036	1.2022226946712256	0.8722281581251	1.0330271729432712
UGT1A8	1.0344169457933587	1.2032573409616132	0.8590162574230606	1.0303430492388035
ZCCHC16	1.0342767409338534	1.2140322993813364	0.8493665971396761	1.0296780262549248
FBXO34	1.0342666132607525	1.1968521282193305	0.852179159363576	1.0227247139484
MAP2K7	1.034214663531668	1.210499367199152	0.8682045566568456	1.032560208586507
FBXO30	1.034161136787382	1.2106191781179205	0.8594068483305195	1.0347984608100815
IL1RL2	1.0339487204277635	1.2081002529199973	0.8652614219693939	1.0341525908389864
ST8SIA4	1.033909613659071	1.2047863232286444	0.8654217557421161	1.0317621575203488
ASCC2	1.033630975858839	1.2047191302161393	0.8605691864670346	1.0330263272700861
ZNF441	1.0335765779325576	1.2072350091242852	0.8573374624694025	1.0343535760421274
GREB1L	1.0334901097345395	1.1970115994009223	0.854214924025922	1.0219419696823977
KRT72	1.0332106272825587	1.2120740736839304	0.8710093436170313	1.0309069136560929
CPA6	1.0331997126244896	1.2034232385812647	0.8690499608805289	1.0344682989834237
ELF4	1.033188167980799	1.2122960736487574	0.8645163462786304	1.0296783721741654
HKR1	1.0331238564841172	1.2089806117372186	0.8609826137386601	1.0300024377666825
ZFYVE20	1.033099387730442	1.2059155940461035	0.8709243571727362	1.033496600286115
VAT1L	1.0330196614041147	1.2058475844119765	0.8721314963610993	1.032583110732519
SDHA	1.0329997531522692	1.2056001130972314	0.8576962804053407	1.029828502370273
PFKL	1.0328078601417978	1.2058765533369278	0.8632595649028698	1.031743293926796
WNT16	1.0324024893431463	1.2206279833885216	0.8527715104904284	1.032897546785055
GLP1R	1.032281408865617	1.214407237735836	0.8512855219332632	1.0291422250226994
LCP1	1.0322552860036738	1.1988491074393626	0.8537766906602123	1.0270074271808736
PABPC1L	1.0321662165146523	1.2101053145567404	0.8608959581454024	1.0274966376912722
NR3C1	1.03214659903432	1.2049162480151774	0.8419108992206763	1.0205039657830808
EXOSC10	1.032129057658116	1.2058041038644889	0.8625292400720519	1.0306792149672115
SLC6A12	1.0318989614338627	1.208199726534829	0.8632867373818784	1.0310860153444605
MYB	1.0318706526464259	1.2217933252081765	0.8572056075562688	1.0335538034006062
ZFX	1.0317339026504502	1.1938072149005023	0.8678071959286084	1.030576971162647
KIAA0825	1.0316982592425177	1.2006192857429787	0.8689838742963489	1.0281511603305402
PRAM1	1.0315371024183202	1.1925699535040961	0.8621361527896564	1.0262154404273391
RNF10	1.0314616963869447	1.2132760499510036	0.8632323391403744	1.0332279295022704
ADAM9	1.03142941281294	1.2004781464368501	0.8676955686185605	1.0289979218647254
HLCS	1.031369663228595	1.2113423601737767	0.861554899641756	1.030018743098738
PLVAP	1.0313687826813416	1.2126623196217399	0.8721762424620094	1.029653423134021
LAS1L	1.0313091522582911	1.2126541205812582	0.8598685187284149	1.0299932025665253
ZNF337	1.0309864859193496	1.1930680546950716	0.8427705936450712	1.021447822449366
TSSK1B	1.0309035323203644	1.2060297243887537	0.8503695506391657	1.0271034765344
SLC7A9	1.0307021548642776	1.2031984373628524	0.860035898590504	1.0287780229399655
MLIP	1.0306526976067705	1.2011382713824124	0.8672232669625988	1.0320089978822575
ZBTB33	1.0304669248122966	1.201012100294125	0.8511060556809998	1.027207884563208
OR10G4	1.0304499847118447	1.1962197362049098	0.8554168238103012	1.0253572897122019
ACE2	1.030322305513864	1.2050817429065823	0.8716652072130524	1.0311284313914968
MAGED2	1.0301583093885462	1.2037702175209668	0.8552253325839135	1.026391041512101
RFWD2	1.0301046587995661	1.2104415231612806	0.8536902538424667	1.029004516224155
FERD3L	1.0300000957638844	1.2055298045040679	0.8471483081123348	1.0267077116488776
PUS7	1.029821872910537	1.1980895039971797	0.8567355174632991	1.0299506603655544
AP5Z1	1.029721234545597	1.202812017735351	0.858105536624808	1.0271778960244493
ZCCHC12	1.0296180603690566	1.2071155542038579	0.8453882816148378	1.0277794962463542
KCNJ16	1.029560652199682	1.2130552483256645	0.8503514258328367	1.025680520211209
DMRT3	1.0295422749564898	1.2146014183267213	0.865510779451079	1.0302462309960723
SEC63	1.0294277889629821	1.1946647102327017	0.8583425120875088	1.0234577910301956
TMPRSS11A	1.0294154244507217	1.2037430510068887	0.854975645297784	1.0253982306232616
CES3	1.0293563513428476	1.2085118538780253	0.8663092080845601	1.0310504838187158
NF2	1.0293298309964112	1.2056145260441373	0.8537742649309986	1.0250865033565006
ANKRD55	1.0293255723554655	1.1954097238667947	0.8512349519023076	1.028276221913076
DHX35	1.0290097409012533	1.1987116418364812	0.8608884158374224	1.0250640184844488
ADGRE5	1.028919378782385	1.208039642747395	0.8649933872476859	1.0278634310029662
OR2F2	1.0288250135345895	1.19524070165636	0.8593214608117244	1.027558966271134
ZNF746	1.0286025057959527	1.2087461001297657	0.8666082378019175	1.027279190112909
OPA1	1.0285826094075	1.1970008153500917	0.8631728013389921	1.0263891723541005
ELL2	1.0285622617048908	1.2000288045586227	0.8535399508582635	1.0254956796888128
DDX50	1.0284355270615106	1.2066575964230069	0.8582344565142717	1.0268938809173063
LGI2	1.0283645922262652	1.190556533272782	0.8531320391754799	1.0254265544656813
SPPL2C	1.028128703120078	1.2006626266490668	0.8608037880689561	1.0250733437309243
ZNF671	1.0280253175026786	1.209952721978099	0.8585946980473316	1.0262661269104576
HSD17B4	1.0280218123210996	1.1902388484615973	0.8587570704149462	1.0249535443911226
PAX7	1.0278918921555975	1.1949506694154461	0.8660404640531328	1.0286675035569524
CEP89	1.027863595135841	1.2087917360582354	0.8596428930018051	1.0294777698050055
CRAT	1.027847141797355	1.1979534302628205	0.8504729645977095	1.0273948999941414
SKOR1	1.0277779379954495	1.1987844297238992	0.8623884905211213	1.0262478806871387
ZNF320	1.027593510889074	1.1964453914531274	0.852506491622855	1.0266274215151643
CLCNKA	1.0274030872556386	1.2059695899098861	0.8555876277113764	1.028455732137208
NXPE4	1.0272079390591846	1.195255205197697	0.8556013989373966	1.026583205844355
FBXL18	1.0271984960365215	1.202409229244736	0.8481981514251217	1.023810234463092
ZNF570	1.0266943700727313	1.1990369630302757	0.8591331084754147	1.023823694691056
PHACTR4	1.02649787743585	1.20407166220457	0.8613093187597093	1.0239438415365867
GOLGA5	1.0264754629325115	1.2035027792365416	0.8531973253078907	1.0258444482940263
CYP4Z1	1.0262437256703374	1.1933810494688157	0.8664527893527743	1.0262275541994021
SNX14	1.0262400963930756	1.2055429657489085	0.850956506069284	1.02567307373629
ZNF486	1.0261749179738422	1.196123354631557	0.8594319698203446	1.0275367913671725
MAMDC2	1.0259366937716312	1.1778347072294661	0.8591695144892887	1.024132958996569
PRB3	1.0259290479741268	1.1965079386849957	0.8617833454034247	1.0233157999957432
IL9R	1.02585606279131	1.212648433548972	0.8405813316426338	1.0236879633737408
CPE	1.0257504862706985	1.1990703510260934	0.8673644913962135	1.0240714776978037
LRRC30	1.0256732541181168	1.198617161661221	0.8573619276854502	1.0270427567058242
LLGL1	1.02554575756671	1.196330485413545	0.8608156171101716	1.0230657871433213
ZNF74	1.0254435653855924	1.195909912139651	0.8440656467598001	1.0203339288346016
KIAA1045	1.025406582804763	1.1987004548925737	0.8555201718825111	1.0220231410431377
WDR70	1.0253214706807339	1.198044313091159	0.850529639471728	1.0242554620197206
ZNF16	1.0252666297856377	1.1992885921062628	0.8528432885986641	1.0229900108826115
DENND1C	1.0251566509868735	1.193574779970441	0.8636276204827222	1.0253706986812239
CYP4A22	1.0251269246933856	1.1918070146725854	0.856439884468278	1.0217060848772384
OR8D1	1.024990523775733	1.1952476071490192	0.8551648596995811	1.020861992038824
VCP	1.024899120705271	1.1770739254399591	0.8356634410902137	1.0079560876380862
CEBPZ	1.0247726061027065	1.2016921016042619	0.852490047058193	1.0215743505616244
THAP12	1.0247374735961183	1.1977055148573055	0.8536309580961712	1.0205239872159422
SSTR1	1.0246394531401093	1.2058349004669602	0.8529026287416156	1.0255906468940557
CNNM4	1.0245459478014176	1.1928001655476543	0.8528574311126323	1.0206146107047582
CHD1L	1.0244682241881151	1.1924681725263908	0.8581656851120064	1.0222201637841775
ABTB2	1.0244443150867473	1.1946747162981488	0.8556517208357977	1.0231133255861693
NCOA5	1.024389893378229	1.195379895962315	0.847398264057164	1.0203336952044568
CCDC41	1.0243659624202448	1.1945615857478213	0.852018693304259	1.021898587340096
TRIM56	1.0240364011618468	1.1938272396312413	0.8518453730083031	1.0220005863274728
TUSC3	1.024015825908574	1.1897423890732879	0.8585638329227459	1.022948559860994
SGK1	1.0239676846705048	1.1890478720231505	0.8711151939445289	1.0248991475067433
TRIM49	1.0237887873059959	1.1946844874004214	0.8550296562265294	1.0219227360781162
OR9G4	1.0236883128502616	1.1959471058197741	0.8499758032965312	1.02043858298115
PROM1	1.0236272669960522	1.1921118708207032	0.8667022556859216	1.0220743702620383
MAPK8IP1	1.0235842190888367	1.1983376257079914	0.8429326594628699	1.0243303204635468
PAPOLG	1.023558692098028	1.1933857716715743	0.8604231990656399	1.0246700175401042
CYP8B1	1.0232890393280836	1.204322061556595	0.8476930060522729	1.0218339239125216
CLGN	1.0231872558691095	1.192430222436194	0.8505240742131128	1.018447143786907
COMP	1.0231326194270125	1.1932929919165407	0.8525950670892933	1.0196606923252023
BMX	1.0225953946272202	1.1834847642513722	0.852040104517851	1.020773157809357
ASAP3	1.0225794634504248	1.1850610205112886	0.8566705072379804	1.0176653787739327
TRIM10	1.0222408398393443	1.1954393132871215	0.8509749303597568	1.0205978508997795
ADAM10	1.0222396201263706	1.1919458011545483	0.8444285957617333	1.0178155494283336
RGL3	1.0222332081877568	1.2084981120983844	0.8518164298944056	1.0217596604153685
MATR3	1.0221548100114428	1.1988869567745726	0.8485915910839317	1.0218912675811709
ME3	1.0219999568460256	1.1839464164495863	0.8482934867338775	1.0153857173966958
ZFAND4	1.0219892633062038	1.1807114832571401	0.8526165861422309	1.0211257956257656
FGF13	1.0219611999475886	1.1913250990092767	0.8518550370475986	1.020798127673809
ANKRD34B	1.0218610376020512	1.1874174755567644	0.8505986687237859	1.0185022404978088
AOC2	1.0218506032293666	1.193248648512794	0.8610042083338505	1.0164666373132059
PLEKHM3	1.0217148321577112	1.199527551454511	0.8611197446377951	1.0203494024166233
TAS1R1	1.0216794333657635	1.1935713441367448	0.8557733906441534	1.0199819162551478
ZSCAN18	1.0214257285345547	1.1920808303231236	0.8533423098639019	1.0185283325877876
OR51A4	1.0213043106660828	1.1988068760734754	0.8508316087942301	1.0183835449070424
PLEKHG6	1.0211785551637598	1.1937456646532445	0.85128090976907	1.0194000903332998
OR4E2	1.021171176526308	1.190501057178539	0.8559573581648767	1.01953234386521
CPEB4	1.0211524703571668	1.1983495961835566	0.8595125198761607	1.0208481015308846
OR6Y1	1.0211510009051945	1.1877059247140582	0.8416087415765574	1.0169528925733626
COLGALT2	1.0210951554203749	1.19189667866773	0.856286815519695	1.01562879725137
IMMT	1.0208193508411205	1.2009642474710946	0.8509961766199124	1.0248232424776196
KLHL41	1.0206826849904673	1.2001573184227499	0.850475680952145	1.0210576108491924
USP17L2	1.0206001557405717	1.1888167920316592	0.8465967763202791	1.0175718001691043
ST8SIA6	1.020555116904657	1.2047367555162125	0.8370518444186333	1.016053343816083
GALNTL5	1.0204815282444692	1.1865888890901721	0.8564150912783638	1.0142019191428147
SLC16A7	1.0203920756615077	1.1936743779350472	0.8511862775562532	1.018004343786856
TCTE1	1.0202146727821455	1.1870495252388984	0.8465210499150395	1.0179434618171748
MROH5	1.0199820522185867	1.1995334637590072	0.8494251464906054	1.0174460905076044
PLAT	1.0198484005665764	1.18380258546691	0.8401378337055334	1.0146430390487857
HNRNPU	1.0198413972196707	1.2007934873624904	0.8440158260980668	1.0208536691780932
ZNF408	1.019724549794228	1.193241432874436	0.8535733499118591	1.019885768132538
ZNF14	1.0195415688383966	1.187662828098828	0.8381552040453674	1.0134365543606398
KPNB1	1.0195388196048574	1.196712236494939	0.8494564270658032	1.0194402378204734
ZXDA	1.0195101057281089	1.1884086028938372	0.8516060030788329	1.0175465436267972
FCN1	1.019390808822703	1.2006131931284703	0.8444739007221258	1.0175220730161714
SLC39A6	1.0193737345209664	1.1924501510922354	0.8507415193735341	1.0189692487525257
GRHL2	1.0192391425009333	1.188446607518075	0.8559812834314813	1.0182468205140076
QRFPR	1.0189765428245863	1.1977213394836836	0.8458838432400735	1.0177773438179276
WNT2	1.0189392069021166	1.1897308535624656	0.8525297509289611	1.0165803090077286
EXOC6	1.0188647414170813	1.190110256381256	0.8501814266861052	1.0135472897807825
ACOT12	1.0188596820791285	1.1860831452225826	0.847467538731472	1.0124000187269162
EIF2AK1	1.0187702600886972	1.188113832567895	0.8455049525138361	1.0147718213965378
ACAP1	1.0186659072696682	1.198897588557473	0.859213900096765	1.0210878980706466
RHPN2	1.0185912240621406	1.1892855514772613	0.8586664003240355	1.0208317644388978
DCBLD2	1.0185748257924319	1.1879906840772307	0.8513901289285623	1.0147786962060275
SLC5A2	1.0185490884353565	1.1861522138462508	0.8586099711851436	1.0210550739845334
ICAM5	1.0183156138538092	1.1954638279250442	0.8394596282579633	1.0164748486749666
ZNF551	1.0182414933354165	1.183747550040742	0.8642012307553466	1.0158658795589313
TSPYL2	1.018222082005135	1.2043432473792453	0.8482107329498012	1.0160520831395083
ZIC3	1.0181717450335181	1.1965124218474144	0.8498365201980969	1.015728852233553
LSS	1.0177808671316262	1.1932769811202406	0.8424018849886201	1.015436864333151
PDE4D	1.0168376978911744	1.193110621681973	0.8410391265279933	1.0145388344220057
GAS7	1.0164133467775442	1.190895385420391	0.8455559357819272	1.0186719959638073
BMP7	1.0163467146958698	1.194549987941672	0.8461542943915601	1.0150175633590448
CYP3A7	1.016214348802287	1.1796285988497872	0.8459035153131291	1.0144873986826912
ZNF354C	1.0162131513565902	1.1748417161496332	0.8364922600981225	1.0120337958618975
JADE3	1.0160079782883495	1.1861622856144372	0.8460659493363849	1.015550200417113
TTLL9	1.0157790004802274	1.1944003329945223	0.8461167058934498	1.0180200358228668
TRIM2	1.0153696762877984	1.174668683602983	0.8313119875766125	1.00411459189941
CEP97	1.0151571205974255	1.1797421511111883	0.8352567488063025	1.009243459175467
CEP63	1.0151080555574181	1.184137953409906	0.8435818942418934	1.0115505649958043
TOP3B	1.0150396295535362	1.177058495113359	0.8427526277813667	1.009490298465505
ZDHHC5	1.0150227288626814	1.193762681154742	0.8382964718957587	1.0132237280938794
OR11H6	1.0147179265269237	1.1848820644377975	0.8423510972811743	1.0156837982203573
ZPBP	1.0144964076238927	1.1862746975959042	0.8509201405603893	1.0133178289880025
FIGNL1	1.0143964430931354	1.1804706083193983	0.8536979992801941	1.0096845810666502
PTH1R	1.0143798414639493	1.1800482946097808	0.8474325457784849	1.0128447979003383
FIP1L1	1.0142757367606094	1.184089600403296	0.849190682371222	1.0103626661486687
GALNT3	1.0142018346123876	1.1831036423468875	0.8411880008050039	1.0125161907359597
KRT26	1.0138818033510115	1.1890189550717345	0.8394935135029646	1.0133577428023262
CCPG1	1.0136383805660416	1.174315799333062	0.8468560406999044	1.0077988802346043
SLC35F1	1.0135236605767837	1.1957756973531024	0.8375872225360506	1.010864489380503
PARP15	1.013398939942417	1.1912247384145238	0.849682637624089	1.0121057488416385
F10	1.0133965735826886	1.1871122928320799	0.8409329067475066	1.0094475895932336
BRD3	1.0133391307432817	1.1741097919831636	0.8442726493053463	1.0086092516375194
BUB1B	1.0133176611208619	1.1856634260278873	0.8455435658964002	1.0093422106786532
DPPA2	1.0132719361838851	1.1786285189214363	0.8457253210423896	1.0113284948484147
ABCB10	1.0130993888925584	1.191469186452256	0.8405199287398517	1.0101106236346882
SEMA4G	1.0129428693957672	1.190114573573483	0.849241642171166	1.0109255020595165
OR4D6	1.01284024657283	1.1980636549287436	0.8305946609895034	1.010597328328919
OR5AR1	1.0128331437273193	1.1872821889872887	0.8413407039831228	1.0092612373950034
SUSD1	1.0123965539173223	1.185044149187287	0.8586182344904199	1.0134421501415438
MCAM	1.0122410974015883	1.1859120452526783	0.8389002446911118	1.0096569387706538
ETS1	1.0121230544680344	1.1797617748076619	0.840002806123846	1.0060557883650512
EDRF1	1.0119113551879606	1.175246107959883	0.848122121800406	1.009043609587286
SLC6A9	1.0117833728428431	1.1812847153333892	0.8506760805852333	1.011717055662224
HECTD2	1.0117752744031692	1.1794868582739155	0.8323970653169952	1.0035963631175833
WDR91	1.0114392048443526	1.1853786482013438	0.8469553279581762	1.012934559987716
GCM2	1.0114326734845966	1.184082728696305	0.8540389345894703	1.0100153036968829
ZNF280D	1.0114179987363816	1.1732502868938182	0.8455648615393777	1.008897732044248
RHOBTB1	1.011346576613361	1.1863159705993775	0.8513961153879956	1.012234084928512
OR2T8	1.0110655440271497	1.1833035244716377	0.8382795654320487	1.0058704406559957
TAS2R60	1.0108540157233048	1.1771268271289463	0.8338246185429453	0.9980113903656225
LRRFIP1	1.0107123336019457	1.1776194514122107	0.8423584553059879	1.0070021731322758
OR52N4	1.0106696402645412	1.1814528573114793	0.8386509764821695	1.0090357874618878
EWSR1	1.0106465173075563	1.1791996337497836	0.8445935892069074	1.0104499486235203
TLE3	1.0103852365021992	1.1883861550285069	0.8404554791818899	1.006196888121402
ZNF544	1.010316619995456	1.189117589354196	0.8411986231124645	1.0089670200316205
KBTBD3	1.0102655420833186	1.16984968727129	0.8327824946793202	1.004714795015517
STK33	1.0102616174390793	1.170640384877172	0.8574112694470483	1.0108584506302518
CCNF	1.0096625448855987	1.1775253496785745	0.8359035742207648	1.0043589457113031
CCDC57	1.009505763494094	1.1843204551974351	0.8236423786142989	1.003769061337953
ZNF708	1.0090495665495394	1.1873383407431088	0.8311711701427511	1.00492410806718
BPIFC	1.008817731386276	1.1914350074446067	0.8381276022612699	1.0066124152388336
ARHGEF9	1.0086901910117212	1.182339971265173	0.8481925166804696	1.0061396720240128
EXOC7	1.0086159126426792	1.1764122168741744	0.8392618449394552	1.0062940519700883
P2RY8	1.0085671598652228	1.172086359736152	0.8389755333591791	1.0043707871114433
SLC2A10	1.0083078629063602	1.186664330493726	0.8357054336726338	1.0047079387152604
PHTF1	1.0082740328378588	1.18011359142641	0.8471976779482692	1.0083697385950965
GATAD2A	1.0082666428224645	1.1732042125308038	0.8350408429979342	1.0041267448078852
EML2	1.00823259543438	1.182307841786957	0.8438882422054981	1.008260517542253
WNT7A	1.0081740267441937	1.1896198232299955	0.8401040648759905	1.0056082471984396
PLA2G4F	1.0081590468565735	1.182461660089851	0.843276360723205	1.005785366768293
KRT37	1.0080897409164358	1.1839757135539117	0.8255771550349396	1.0051085416980745
ABRA	1.0080674849028506	1.176936017059882	0.8397465282564817	1.008378628152303
DYRK1B	1.00804066136033	1.1793637710702825	0.8360271131964687	1.0062924111699274
SLC27A2	1.0080346808755658	1.1840542138255994	0.8419921176891856	1.0074520612297537
RGAG4	1.0080284708257479	1.1774703580868935	0.8538598642069632	1.0097739591528367
ZNF682	1.0079952493107325	1.1809705995338997	0.8280170172547314	0.9963347738275607
RAF1	1.0078762421594512	1.1798202053137326	0.8540363877218732	1.007113591446793
CFI	1.007825658138593	1.1744387974588222	0.8497562228828867	1.0058441594036447
SH3RF3	1.0076574881001839	1.1754718719436468	0.8522125482876689	1.0044352478753464
IL3RA	1.007618227355396	1.1909574879477813	0.8443257557498569	1.0080134106610565
OR5H2	1.0075432236307942	1.1793945262815133	0.8425963480252142	1.0080784453455343
SOHLH2	1.0075287300378952	1.1736684894267324	0.8392065773532734	1.004888574545961
STIM2	1.007484332829187	1.1722625002719613	0.8463350847387812	1.0053327193407025
MARCH11	1.0074814144009514	1.1730799551739584	0.8345295103947252	0.9968150995003398
GTSE1	1.0074571616259191	1.1775655835106063	0.8329488654594267	1.0046574605828829
SGSM2	1.0073602602089546	1.1708446160409773	0.8430806718458747	1.0046417221004573
OR52L1	1.0073082890404852	1.1760675386600432	0.840972130791029	1.0071418180440685
SPATC1	1.0066728888428844	1.1805473384429594	0.8318224215453465	1.0007862335234372
ATP6V0A1	1.0061953542362818	1.181362025624633	0.8322485684133889	1.005632306407829
FAM111B	1.0061679637266154	1.1762726405990507	0.8451320412109108	1.0079129495601395
RFX1	1.0061371306905507	1.1777140951517402	0.8435544662250049	1.00578345069465
SLC44A2	1.0058204541818776	1.181824429268746	0.8399615589599319	1.0028213181592687
C1ORF87	1.0056775782482006	1.1792686555626977	0.8403157451370772	1.0042436940786896
ZFP2	1.0056391484792437	1.17825961566944	0.8408373627123229	1.0054272424477884
TPX2	1.0055455380680898	1.1733607126105834	0.8347681172260798	0.9996533502311361
OR52E6	1.0055405227287655	1.1761122389380945	0.8431360386717386	1.0077810776602758
AP2A1	1.0054952543439102	1.1739337654065782	0.8411276292992896	1.0035373553426836
PAQR9	1.0051323943452861	1.175664632653957	0.8281456189857542	0.9992974030804974
KLK15	1.0050552672568547	1.1794469647396089	0.8341817098170352	1.0022935659911998
GADL1	1.004987658056505	1.1818630438115767	0.8416556940363905	1.0034318408427247
ALAS2	1.0049682853629742	1.1669390915083782	0.8348779947795852	1.0007102607882812
PRR16	1.0048926536849765	1.1792606702883839	0.8359899730426052	1.0008391161021999
TMCC1	1.0048007593183836	1.1898473980190438	0.8434164510633966	1.00742251174066
ALS2CR11	1.0047999827646417	1.1741833892763143	0.8398069834744303	1.0046250571230775
GUF1	1.004366868749418	1.1758345320013983	0.8419046008897605	1.0022223737851106
LEPRE1	1.0043294593492984	1.1802025166383263	0.8285315531078175	1.0058232881594111
MARK3	1.0039107123946098	1.1778726722534507	0.8267804536433625	0.9998311013118163
SPIRE2	1.0038321833247175	1.1751494334916668	0.8345672478806659	1.003550058116479
GPATCH2	1.0038314903575212	1.1818206296585914	0.8405600539330584	1.0039536245877863
NBR1	1.0036061890378885	1.1751110130014855	0.8427771232049263	1.004075155636675
KRT38	1.0035672023130948	1.1843159530999117	0.8260765781083562	1.0031213003943313
VPS11	1.0033227635317448	1.182300989820446	0.8389386814174098	1.0039498057891334
GCK	1.0032201020629268	1.1744942797664357	0.8366883036416295	1.0035710984333022
SLC22A11	1.0030633209859425	1.168885718880739	0.8344540820129738	1.0014552428382943
SMOC1	1.002969564890118	1.1657430171728929	0.8254775932980181	1.0002917633494393
C12ORF42	1.0029664709628496	1.1697363059533143	0.82882796398247	1.000083400023332
NOX1	1.0028924886564528	1.1627736417926207	0.8464925634239435	1.0023605212392042
SERPINA12	1.0027314373077518	1.173137599112578	0.8277273532027121	1.0012410954573792
PROKR1	1.0026428800555118	1.1797223451799659	0.8296851861901388	1.0004721271057115
ZNF701	1.0025832442482083	1.1770717021602695	0.837386273605931	1.0011316435339699
TBL3	1.002578036223068	1.1755214350000784	0.8341383857495337	1.0013055084138247
HPS1	1.0025705128190758	1.170438229438354	0.8414311247711713	1.0014609901667426
ZNF699	1.0025610018046518	1.1669430392415505	0.8412486200717617	1.0016125821275625
KLF17	1.0025135650941124	1.173960824888909	0.8294908439786565	0.9959172717443914
HELLS	1.0023865610102207	1.172468994850084	0.836004628626732	0.9982010283481686
MISP	1.0021565290131949	1.1721088268683306	0.8456359842605861	1.0022682382004824
SLC30A9	1.001895305567238	1.175295237075172	0.8303093862308953	0.9958027367663114
TFEC	1.0018283915293766	1.1699235356702409	0.8332737852383703	0.9999829237082069
MEF2C	1.0018137880806692	1.1713470558723182	0.8403115883209166	1.0008798662018796
LIMA1	1.0016752956797028	1.1739029014008986	0.8315019628219302	1.0007148279948674
ZNF317	1.0015444047300437	1.1809135586564452	0.8343373841208472	0.9995483700379463
RBM5	1.0013586859286272	1.1692119280706699	0.834563947384594	0.9991911527483199
NR4A3	1.0013475528280167	1.1607650161988046	0.830218958942389	0.9979937770375124
TAF4B	1.0013238704638039	1.172332412761366	0.8332708472865761	0.9981122090178285
SECISBP2	1.0012975179205714	1.1658743259360769	0.8304270733444851	0.9970193184960281
SPATA5	1.0012907152928525	1.1791928138652676	0.8309038290344877	0.9963026009544897
SAMD4A	1.0012588514368193	1.1883790548110242	0.8268260732095347	0.9989180621287295
OR5AP2	1.001078500950256	1.1814911446943288	0.8310457920233916	0.9983485946352528
NMBR	1.0008625893890502	1.1620205035096438	0.8334509858519377	0.9992153841584147
OR13C4	1.000844451946609	1.1676610108126837	0.8358315220799479	0.998429453860122
SLC4A1AP	1.0007821033687332	1.175982345185665	0.8284007659166356	0.9973518332074602
EPN1	1.0006600867682434	1.1804510076283492	0.8370087499397807	1.0018935053467362
ESX1	1.0006415382215754	1.1774434823561315	0.8121435552736059	0.9932079167660681
IRF8	1.0006069194426637	1.1626698527391826	0.8372761978237037	0.9980383382501066
