Hugo_Symbol	Mean	CL97.5%	CL2.5%
OR6Y1	0.7687186862582808	0.8905221354419768	0.6524348869982776
COLGALT2	0.7948982860225262	0.9164757342220371	0.6785677001774715
IMMT	0.7968645314938402	0.9267937102988649	0.6733830975622488
KLHL41	0.764177413131045	0.8903931267898985	0.6368761745667153
USP17L2	0.8206147331138678	0.9476205352494013	0.6994467063367784
ST8SIA6	0.7395661874312685	0.8643582400416558	0.6159628334290338
GALNTL5	0.792073210516472	0.9215870040612308	0.6733479486376448
SLC16A7	0.7841890548176768	0.9113025664732536	0.6577230255259174
TCTE1	0.8204512963637486	0.9476205352494013	0.6994467063367784
MROH5	0.7875759891221356	0.9163802978235969	0.6681281970978181
PLAT	0.781480537048913	0.906014058838844	0.6575933764904006
HNRNPU	0.8883441606833605	1.0205144225762783	0.7621632908749217
ZNF408	0.7892463758260412	0.9163802978235969	0.6679985684088234
ZNF14	0.8280333106079558	0.9528768549856808	0.7047032416349115
KPNB1	0.8074738504103705	0.9320489455870866	0.6888776018153586
ZXDA	0.7935848317707289	0.9164280135381411	0.6733479486376448
FCN1	0.7627630163583267	0.8853151648701286	0.6420294393986846
SLC39A6	0.7859276557527004	0.9112210361884926	0.6681281970978181
GRHL2	0.800216661179149	0.9319518925391784	0.6785677001774715
QRFPR	0.7952900218577713	0.9267937102988649	0.6733830975622488
WNT2	0.8021262484689393	0.9268419682374381	0.6786031215743593
EXOC6	0.8149295632382312	0.9527280299875053	0.6838588431822927
ACOT12	0.7991284747897803	0.9268419682374381	0.6786031215743593
EIF2AK1	0.8140696718028885	0.9424138290117672	0.6940973601669925
ACAP1	0.8067338758793898	0.932000416536499	0.6889712406701811
RHPN2	0.8602427257585284	0.9892741851504738	0.73084151179787
DCBLD2	0.786490566708711	0.9112210361884926	0.6629430495380279
SLC5A2	0.7913239340760796	0.9112684857321393	0.662977657130925
ICAM5	0.8143630785196487	0.9424138290117672	0.6838588431822927
ZNF551	0.8623519510964741	0.9996355495392305	0.7308796658835813
TSPYL2	0.7801586805266236	0.9111261519237779	0.652503001513807
ZIC3	0.778953696624106	0.9111261519237779	0.66287384519025
LSS	0.7942290522075376	0.9215870040612308	0.6733479486376448
PDE4D	0.8321829740330954	0.958212752876003	0.709923265647022
GAS7	0.7623746527587266	0.8800249947927515	0.6420294393986846
BMP7	0.8292956794686298	0.9581628616181089	0.7047032416349115
CYP3A7	0.7665846646225184	0.8905221354419768	0.6472491909385114
ZNF354C	0.8212760501190919	0.9476698776360324	0.6994832176228011
JADE3	0.8424452668228161	0.9736033737699797	0.7151432896591324
TTLL9	0.7454620395334385	0.8747266479225243	0.6315569706143327
TRIM2	0.749957794465491	0.8799333541601583	0.6314602599473867
CEP97	0.8225042484998648	0.9476698776360324	0.6994832176228011
CEP63	0.7926620147637259	0.9164280135381411	0.6681630735501383
TOP3B	0.8069164843459319	0.9320489455870866	0.6786385466694509
ZDHHC5	0.8167968894515802	0.952777633154579	0.6941335922628017
OR11H6	0.7566776304776689	0.8799791720906013	0.6419959288063051
ZPBP	0.7446972264455769	0.8747266479225243	0.6263701847792045
FIGNL1	0.7975223047774859	0.9267937102988649	0.6733830975622488
PTH1R	0.8087505975165857	0.9475218658892128	0.689007203257125
FIP1L1	0.7862243197060441	0.9112210361884926	0.6628134073150292
GALNT3	0.7731730998380515	0.9007601791106946	0.6472829775016965
KRT26	0.7636101053113681	0.8955068464622273	0.6420294393986846
CCPG1	0.8027235808962859	0.932000416536499	0.6837874517172983
SLC35F1	0.7298167484531507	0.8437472676385143	0.6107109301597244
PARP15	0.7796112090200923	0.9111735915859627	0.6577230255259174
F10	0.764498798968065	0.8852322432826495	0.6472491909385114
BRD3	0.8456200269405141	0.9736540664375716	0.7151806222593443
BUB1B	0.848249706412184	0.9788607726752058	0.7152179587575046
DPPA2	0.7743179455729524	0.8904858615841276	0.652503001513807
ABCB10	0.7479529771253395	0.8747266479225243	0.6211828574411442
SEMA4G	0.7831429056070441	0.9008539887523432	0.6577230255259174
OR4D6	0.7273032950756988	0.8539442853423588	0.6107109301597244
OR5AR1	0.7812035214505182	0.9111735915859627	0.6577230255259174
SUSD1	0.7935359232196418	0.9267454573853282	0.6681630735501383
MCAM	0.7745194893711441	0.9007601791106946	0.6472829775016965
ETS1	0.9311862089570115	1.0672636401499376	0.7987053664648152
EDRF1	0.9088035797898426	1.046438983756768	0.7778241804134475
SLC6A9	0.8083694688017112	0.937207122774133	0.689007203257125
HECTD2	0.77227005276158	0.895600104139547	0.6472829775016965
WDR91	0.8410537036134632	0.9684473601999375	0.7099603257465024
GCM2	0.7879285516934019	0.9215390222314781	0.6629430495380279
ZNF280D	0.8471362422518156	0.9736540664375716	0.7203633136712428
RHOBTB1	0.8227067751737939	0.9426409241956385	0.6994832176228011
OR2T8	0.7514176651987359	0.8749012237264324	0.6314602599473867
TAS2R60	0.7179288756900895	0.8332031453418737	0.600271427080071
LRRFIP1	0.8157473828774912	0.9475711980007289	0.6942269547969517
OR52N4	0.7560124535799654	0.8851400603977924	0.641866272782619
EWSR1	0.8295697941349236	0.9528768549856808	0.6995197327208186
TLE3	0.7563497096756951	0.8799791720906013	0.6419959288063051
ZNF544	0.7973520045620357	0.9319518925391784	0.6732534689642867
KBTBD3	0.7910998926651849	0.9164280135381411	0.6733479486376448
STK33	0.8253672772011951	0.9579840683084291	0.7046664578766051
CCNF	0.8179219087838634	0.9424629002863838	0.6994467063367784
CCDC57	0.790444106782639	0.9163802978235969	0.6681281970978181
ZNF708	0.7878830152246451	0.9163802978235969	0.6679985684088234
BPIFC	0.7815504553217364	0.9163325870776279	0.6577230255259174
ARHGEF9	0.7970642144842492	0.9216349908877897	0.6733830975622488
EXOC7	0.8294198391772634	0.9580339477246693	0.7047032416349115
P2RY8	0.8756150667041366	1.004894303863376	0.7567344603865979
SLC2A10	0.7716277689843984	0.895600104139547	0.6524689424783381
PHTF1	0.8275718214522955	0.9631905034622794	0.6995197327208186
GATAD2A	0.807986083359428	0.9320489455870866	0.6838231455864697
EML2	0.763951257357269	0.8905221354419768	0.6420629534895861
WNT7A	0.7353157537119652	0.8591512626920073	0.6211180124223602
PLA2G4F	0.8394615171504115	0.9736033737699797	0.7099603257465024
KRT37	0.7654910565013242	0.8852322432826495	0.6420629534895861
ABRA	0.7726122220867713	0.895600104139547	0.6472829775016965
DYRK1B	0.7774449244496054	0.9059668853483286	0.652503001513807
SLC27A2	0.7938344012618659	0.9165569883012176	0.6733479486376448
RGAG4	0.8305645974377613	0.9631905034622794	0.7098862094164318
ZNF682	0.70970243549722	0.8279525098937722	0.6002087682672234
RAF1	0.7814778506590527	0.9111735915859627	0.6577230255259174
CFI	0.827888768586119	0.9580339477246693	0.6943356825894023
SH3RF3	0.8563881436823626	0.9892226792315303	0.7308033616954638
IL3RA	0.7447866023752289	0.8644032493230578	0.6263701847792045
OR5H2	0.7580705510104938	0.8851400603977924	0.6368096878588578
SOHLH2	0.8126444181634871	0.9424138290117672	0.6890431695985801
STIM2	0.7771854621956586	0.9111261519237779	0.652503001513807
MARCH11	0.6933017124755895	0.8123307644240784	0.5793621796544705
GTSE1	0.7966948572594247	0.9267937102988649	0.668197953643767
SGSM2	0.7992087024407231	0.9319518925391784	0.6733830975622488
OR52L1	0.8083060901986046	0.937207122774133	0.689007203257125
SPATC1	0.7924131908924922	0.9215870040612308	0.6681630735501383
ATP6V0A1	0.7835618231934369	0.9111735915859627	0.6629084455579914
FAM111B	0.8507323408155774	0.9788607726752058	0.7204009187721863
RFX1	0.8136830941867952	0.9424138290117672	0.6838588431822927
SLC44A2	0.7868664193845316	0.9163802978235969	0.6577573606180831
C1ORF87	0.8028091958491459	0.9268419682374381	0.6836578434637247
ZFP2	0.7724028634131406	0.895600104139547	0.6524689424783381
TPX2	0.7525847184521213	0.8696557829505807	0.6316229054653651
OR52E6	0.7177690422408759	0.838367006873568	0.600271427080071
AP2A1	0.8295273419564291	0.9631905034622794	0.7047032416349115
PAQR9	0.7609671457320087	0.8851861494402499	0.6418997766506545
KLK15	0.7523515557295655	0.8747721947409529	0.6264028814532547
GADL1	0.761286772327968	0.8903467666354266	0.6420294393986846
ALAS2	0.8230213429886769	0.9476698776360324	0.6942994362079766
PRR16	0.780466331782172	0.906014058838844	0.6577230255259174
TMCC1	0.7834615224027327	0.906014058838844	0.6680933242862362
ALS2CR11	0.8242696383206145	0.9528272414870352	0.6942994362079766
GUF1	0.803463432157389	0.9268419682374381	0.6837874517172983
LEPRE1	0.7366626906300723	0.8591512626920073	0.6211180124223602
MARK3	0.7798901196636189	0.9111735915859627	0.6525370641052411
SPIRE2	0.7703791017393384	0.895600104139547	0.6472829775016965
GPATCH2	0.7499899936771169	0.8799333541601583	0.6315899363190312
NBR1	0.7972982868624687	0.9216349908877897	0.668197953643767
KRT38	0.7348340218555205	0.8539887523432618	0.6159306816995511
VPS11	0.7695487180171708	0.8904394917725473	0.652339293353922
GCK	0.7537936295629526	0.8748177463028535	0.6368096878588578
SLC22A11	0.7874767485706625	0.9215390222314781	0.6629430495380279
SMOC1	0.746067929535892	0.8747266479225243	0.6315569706143327
C12ORF42	0.7443511847411003	0.8644032493230578	0.6211828574411442
NOX1	0.8293887219323249	0.9528768549856808	0.7047032416349115
SERPINA12	0.747619913647319	0.8695652173913043	0.6211828574411442
PROKR1	0.7496458939947233	0.8747721947409529	0.6315899363190312
ZNF701	0.7875169259280197	0.9112210361884926	0.6681281970978181
TBL3	0.7822424904239603	0.906014058838844	0.6679637023180302
HPS1	0.7811068459500953	0.9008539887523432	0.6629084455579914
ZNF699	0.7720936495138636	0.895600104139547	0.6524689424783381
KLF17	0.7143561152431812	0.8383233532934131	0.5950516755402443
HELLS	0.7944732748945825	0.9164280135381411	0.6733479486376448
MISP	0.8553044912144911	0.9840674789128397	0.7256212152850282
SLC30A9	0.721131870265147	0.8435303306430617	0.6054595751344016
TFEC	0.7817401196469584	0.906014058838844	0.6577230255259174
MEF2C	0.8115068439802051	0.9372559229367352	0.6837292214893186
LIMA1	0.7870196840697129	0.9163802978235969	0.6629430495380279
ZNF317	0.8012695099781506	0.926970929444914	0.6836578434637247
RBM5	0.8193879285816253	0.952777633154579	0.6942631936106906
NR4A3	0.7516897969693489	0.8747721947409529	0.6315899363190312
TAF4B	0.782954995836177	0.9111735915859627	0.6575933764904006
SECISBP2	0.7999420102516764	0.9267937102988649	0.6733830975622488
SPATA5	0.7934248525310468	0.9164280135381411	0.6733479486376448
SAMD4A	0.7542380941079376	0.8799791720906013	0.6316229054653651
OR5AP2	0.7627810122888113	0.8851861494402499	0.6420294393986846
NMBR	0.7873242533693756	0.9163802978235969	0.6629430495380279
OR13C4	0.7683210485728421	0.8903931267898985	0.6420629534895861
SLC4A1AP	0.7790591969892782	0.9111261519237779	0.6680584551148225
EPN1	0.7301227985779416	0.8487815038533639	0.6107109301597244
ESX1	0.7504451351876437	0.8747266479225243	0.6367432150313153
IRF8	1.1421990481914102	1.2961324241320076	1.0024015871358463
TGFBR1	0.7790565839838178	0.9111261519237779	0.6576886940181648
TP73	0.7886047944996682	0.9163802978235969	0.6628134073150292
DQX1	0.7981567768516561	0.9216349908877897	0.6837517615741949
HOOK2	0.8217126272844524	0.9528272414870352	0.7046664578766051
ATXN7	0.8797679401854499	1.015254855000781	0.7517226978492378
BAAT	0.7857097195612792	0.9112210361884926	0.6629430495380279
SYT1	0.8088170828999468	0.9423647628468788	0.6786385466694509
CACNG7	0.7644674612842817	0.8905221354419768	0.6420629534895861
GRB7	0.7552634317116428	0.8748177463028535	0.6316229054653651
OR8D2	0.7457350681501272	0.8695652173913043	0.6315569706143327
ADAM33	0.732555273153054	0.8591512626920073	0.6159306816995511
TOP1	0.8152252717250595	0.9476205352494013	0.6890791396951347
PVRL4	0.7826168192272515	0.9111735915859627	0.6629084455579914
GPNMB	0.7556363872341821	0.8799791720906013	0.6368096878588578
PNN	0.7977119200137331	0.9267937102988649	0.6784380851120909
OR5V1	0.7918151108725535	0.9215870040612308	0.6681630735501383
PRPF40A	0.800368677397832	0.9267937102988649	0.668197953643767
IGHM	0.8342913258282517	0.958212752876003	0.7047400292336605
PIEZO1	0.8295797927291754	0.9580339477246693	0.7047032416349115
MRGPRX4	0.6967460339946489	0.8227024212444676	0.5792626764310488
PGLYRP2	0.737135899323701	0.864313235447256	0.6211180124223602
GMPS	0.8197325026717781	0.952777633154579	0.6994467063367784
SPATA17	0.7720626590805182	0.9007601791106946	0.6524689424783381
ACTL7B	0.7346756614802934	0.8591512626920073	0.6107428094169233
ANTXR1	0.7914293119089979	0.9164280135381411	0.6681630735501383
PGBD2	0.7862610283473186	0.9113500177293695	0.6629430495380279
AARS1	0.7969908471573554	0.9216349908877897	0.6733830975622488
ATP6V0A2	0.7812039298144056	0.906014058838844	0.6575933764904006
OR10J5	0.706285464818811	0.8330729980214515	0.594859850993134
IRAK3	0.8155398594639516	0.9475711980007289	0.6942269547969517
APLP2	0.7778055915737512	0.906014058838844	0.6525370641052411
AMPD2	0.8025080431621522	0.932000416536499	0.6786031215743593
ZBTB49	0.7508332030175664	0.8747721947409529	0.6315899363190312
GJD2	0.798578010935886	0.9267937102988649	0.6785677001774715
KIAA1211L	0.8794306216879211	1.0100484198469308	0.7516834577439055
KCNQ4	0.7404955509759272	0.8643582400416558	0.6263374915183465
MAP3K7	0.8232316704954153	0.9528272414870352	0.7046664578766051
RBAK	0.7830597492239519	0.9163325870776279	0.6577230255259174
NOP2	0.783732246420338	0.9111735915859627	0.6629084455579914
HEATR2	0.7649527228988511	0.8903931267898985	0.6472491909385114
DCAF4L1	0.7802685413616097	0.9111735915859627	0.6629084455579914
KLHL5	0.7515997429274509	0.8799333541601583	0.6315899363190312
OPRL1	0.7455407242303718	0.8695652173913043	0.6315569706143327
SLC9A7	0.8047301361777645	0.932000416536499	0.6836578434637247
BFSP1	0.7726118280996114	0.9007601791106946	0.6524689424783381
EXOC6B	0.8193797153069075	0.94774946269703	0.6941335922628017
DNAAF1	0.8029277960900113	0.932000416536499	0.6734182501566089
SPZ1	0.7136682658256114	0.8331597583836701	0.6002400960384154
PBX1	0.754586493395215	0.8799791720906013	0.6368096878588578
STAT5B	0.9022814590431174	1.0360805956161816	0.7726038839006055
C17ORF70	0.7840366620574798	0.9111735915859627	0.6629084455579914
FGGY	0.8102457114049585	0.932177900016762	0.6838231455864697
KAT2A	0.7779624962149476	0.9008070814891956	0.6576886940181648
UBTF	0.8599091363438255	0.9944291143853803	0.7360233857075743
LCMT2	0.8031993928874216	0.932000416536499	0.6786031215743593
IRAG2	0.7188122424855297	0.838367006873568	0.6054595751344016
KRT84	0.805766109221078	0.9371583276930285	0.6786031215743593
PIK3R6	0.7800440669241782	0.9008539887523432	0.6577230255259174
ARHGAP26	0.844777170557229	0.97880980892383	0.7203633136712428
ALDH1A2	0.7832192789887618	0.906014058838844	0.6629084455579914
HMGCS2	0.7828953830006234	0.9061430471575213	0.6577230255259174
ARAF	0.813662953497059	0.9424138290117672	0.6838588431822927
UBBP4	0.736897690544303	0.8591512626920073	0.62098832915429
CAGE1	0.7664910270402531	0.8903931267898985	0.6472491909385114
CDH3	0.776530717120025	0.9008070814891956	0.652503001513807
ANKRD36C	0.8297575202111569	0.9631905034622794	0.6995197327208186
LRP8	0.7694718260474287	0.895600104139547	0.6524689424783381
CEACAM18	0.7468213885356456	0.8747266479225243	0.6263701847792045
SPATA20	0.7921850429441966	0.9215870040612308	0.6681630735501383
UBASH3B	0.7697253327462461	0.9007601791106946	0.6576543660942638
PCSK9	0.8029392643000092	0.932000416536499	0.6786031215743593
UBQLN2	0.7827191416427418	0.9111735915859627	0.6525370641052411
ACAP2	0.80909437449436	0.937207122774133	0.6838231455864697
SLC23A2	0.8508827289342762	0.9788607726752058	0.7204009187721863
GBA2	0.805853432502629	0.9320489455870866	0.689007203257125
CHRNA2	0.774161299069766	0.9008070814891956	0.6473167675923992
VMA21	0.14657939551949933	0.20320967069612336	0.09389181576339263
MAGEB10	0.7438765479187309	0.8695652173913043	0.6263701847792045
KBTBD7	0.7805175453932294	0.906014058838844	0.6525370641052411
PFKM	0.7887944549609947	0.9163802978235969	0.6629430495380279
TFE3	0.7633181324706952	0.8903467666354266	0.6472154079022913
STRIP2	0.7881129708221347	0.9215390222314781	0.6681281970978181
GPR63	0.7647707629769236	0.8903931267898985	0.6472491909385114
LPPR5	0.6884428260502	0.8071235159341803	0.5793319415448851
TSNARE1	0.7988870492232045	0.921763958873066	0.668197953643767
OPRM1	0.8027821678883069	0.932000416536499	0.6786031215743593
SH2D3A	0.751896863015646	0.8799333541601583	0.6367764497103189
OR5M10	0.7767474150869013	0.9059668853483286	0.652503001513807
PPM1E	0.767420662329303	0.8903931267898985	0.6472491909385114
ZC3H11A	0.7949147067451714	0.9267454573853282	0.6681630735501383
SLC17A1	0.7624950863198535	0.8851861494402499	0.6472154079022913
ZNF7	0.8055774391851533	0.926890231201833	0.6838231455864697
SSTR3	0.788909302675643	0.9112210361884926	0.6733128033822224
ARHGAP18	0.7634576221286049	0.8955534728730605	0.6420629534895861
SPARCL1	0.7444854152703704	0.869694253154584	0.6263701847792045
TNIP3	0.8015535391993476	0.932000416536499	0.6786031215743593
LRRC31	0.7813927270388032	0.9008539887523432	0.6577230255259174
GPR6	0.7402530383743503	0.8643582400416558	0.6159628334290338
PLS1	0.7836746939912085	0.906014058838844	0.6629084455579914
AGTR1	0.7299479699500223	0.8487815038533639	0.615898533326374
PCED1B	0.7763816934107105	0.9008070814891956	0.6473167675923992
GPR45	0.7417729561490785	0.8643582400416558	0.6262078150613722
CHPF	0.75012369898375	0.8747721947409529	0.6315899363190312
DPYSL3	0.7707989838101267	0.895600104139547	0.6472829775016965
AFTPH	0.8118479063945925	0.9475218658892128	0.689007203257125
TGS1	0.787800945359839	0.9163802978235969	0.6681281970978181
TMCC2	0.7925230558074186	0.9215870040612308	0.6681630735501383
DET1	0.7732554887609764	0.895600104139547	0.6524689424783381
MAGEB2	0.7668043678316993	0.8903931267898985	0.6420629534895861
GLYAT	0.7311668184268046	0.8539442853423588	0.615898533326374
OR9A4	0.7865245628368189	0.9112210361884926	0.6629430495380279
ADGB	0.884951803240413	1.0256143273635985	0.7569429943620798
RASGRP2	0.7753959476486143	0.9059668853483286	0.6523733456657719
ZNF683	0.766086844395349	0.8903931267898985	0.6420629534895861
OR52E8	0.7924821886770317	0.9215870040612308	0.6681630735501383
KMO	0.7504927905100345	0.8696104978129556	0.6315899363190312
EIF4G2	0.8107555989298748	0.937207122774133	0.6888776018153586
CHAMP1	0.7391198041223572	0.8643582400416558	0.6159628334290338
DTX1	0.9005837373226216	1.0309278350515463	0.7674236491777604
LMOD2	0.7660097800795926	0.8903931267898985	0.6472491909385114
CALCOCO1	0.7981690224033682	0.9267937102988649	0.6785677001774715
MCM7	0.8017769173304835	0.9371583276930285	0.6786031215743593
CYP2E1	0.79873814387574	0.9216349908877897	0.6785677001774715
KCNA2	0.7563500256652369	0.8799791720906013	0.6368096878588578
DPPA4	0.7623173251454676	0.8851861494402499	0.6420294393986846
ZNF816	0.7963597893522314	0.9319518925391784	0.6785677001774715
IL1RAP	0.7510104744383639	0.8747721947409529	0.6264028814532547
BMP6	0.7604774512531444	0.8800249947927515	0.6420294393986846
GANC	0.7839161889625812	0.906014058838844	0.6680933242862362
ERCC3	0.8167571453840319	0.9425918411604585	0.6942631936106906
SLMAP	0.7572390248381039	0.8799791720906013	0.6368096878588578
FAM21C	0.7510092907035948	0.8747721947409529	0.6315899363190312
RBM28	0.7884000673962042	0.9112210361884926	0.6629430495380279
TBC1D15	0.7742082719969996	0.9007601791106946	0.6576543660942638
SEL1L	0.7719923102807791	0.895600104139547	0.6524689424783381
RTF1	0.8193175627396801	0.952777633154579	0.6890791396951347
ENGASE	0.8249730457712727	0.96314035818409	0.6994832176228011
CYP24A1	0.7276356167919354	0.8487815038533639	0.6055227854048129
BPIFB2	0.7606649033114301	0.8851861494402499	0.6368429294774756
ZNF878	0.8310252774870336	0.9631905034622794	0.7098862094164318
ZMYND15	0.7767519914817784	0.9059668853483286	0.6576886940181648
ZNF563	0.7668125537085119	0.88536126537033	0.6472491909385114
PIP5K1B	0.7681584105797145	0.9007132816160776	0.6472491909385114
AKR1D1	0.7151872845444525	0.8331597583836701	0.5950516755402443
ABCG5	0.7259684243695465	0.853899822971988	0.6105493573401256
RNF220	0.7789936972588285	0.906014058838844	0.6577230255259174
C10ORF118	0.8069179815631176	0.9320489455870866	0.6838231455864697
OTOP3	0.7717860536747597	0.8905685070817216	0.6524689424783381
ACOX3	0.7715878228153078	0.8904394917725473	0.6576543660942638
KRT15	0.8110207308324558	0.9424138290117672	0.6838588431822927
ZNF799	0.8092300385353826	0.9320489455870866	0.6838231455864697
LAD1	0.7501353915547033	0.8696104978129556	0.6315899363190312
SLC9A6	0.7424951442395391	0.8643582400416558	0.6211504332393778
OR9K2	0.7650299797035324	0.8852322432826495	0.6471195350022884
KIF11	0.769825873902364	0.9007132816160776	0.6472491909385114
GBP1	0.7851562825045049	0.9112210361884926	0.6679985684088234
SLC27A1	0.7470600108266099	0.869694253154584	0.6263701847792045
HTR3E	0.731259152794684	0.8642682355391264	0.6107109301597244
HOXA1	0.7448238397278261	0.8645322985247633	0.6315569706143327
ZNF329	0.8017236721146567	0.9371583276930285	0.6786031215743593
APBB2	0.7999366703676066	0.9267937102988649	0.6733830975622488
ZNF649	0.761872220861146	0.8903467666354266	0.6420294393986846
LRRC8D	0.7789339693068782	0.9059668853483286	0.6576886940181648
SUSD4	0.7540294303709052	0.8748177463028535	0.6366800182990204
DGKA	0.7702276285148951	0.9007601791106946	0.6524689424783381
SLC30A10	0.6642773225938572	0.7811279487580066	0.5583253565563469
GGT5	0.7715873117554434	0.9007601791106946	0.6524689424783381
ASTL	0.7694503874827368	0.8957291060138249	0.6472829775016965
ZNF727	0.8135373951851472	0.9475711980007289	0.6890431695985801
TMCO3	0.7453741029733435	0.8695652173913043	0.6263701847792045
KBTBD6	0.7973260709168174	0.9319518925391784	0.6785677001774715
GYS1	0.7460516369005193	0.8695652173913043	0.6315569706143327
SLC18A1	0.7830842147650557	0.9113025664732536	0.6679637023180302
CSNK1A1L	0.7344394729308592	0.8591512626920073	0.6107428094169233
SLC22A14	0.7599582750727755	0.8851861494402499	0.6470857586897011
KCTD7	0.7564247142943994	0.8851400603977924	0.6316229054653651
PLA1A	0.7604454853527192	0.8800249947927515	0.6368429294774756
TRIM22	0.7723023959935329	0.9007601791106946	0.6524689424783381
JMY	0.7883656399178461	0.9163802978235969	0.6629430495380279
OR8B8	0.7485731346464076	0.8747721947409529	0.6264028814532547
CHRNA6	0.7460688049556867	0.8645322985247633	0.6263701847792045
SIRPB1	0.7245202245311653	0.8487373079927103	0.6106790542303878
KCNAB1	0.7512815951563304	0.8747721947409529	0.6315899363190312
SLC25A12	0.784757911227241	0.921491045397751	0.6577230255259174
RP11-385D13.1	0.7735653896655574	0.895600104139547	0.6524689424783381
NEDD1	0.7762734925066295	0.9008070814891956	0.6576886940181648
SYNDIG1	0.7162243350115266	0.8434864104967198	0.6002400960384154
SFRP4	0.772892531803388	0.9007601791106946	0.6524689424783381
OSBP2	0.7758223780829087	0.8957757487931134	0.6576886940181648
CTIF	0.8121371917081324	0.9372559229367352	0.688913561438173
SERPINB11	0.7361369731210718	0.8539887523432618	0.62098832915429
CCIN	0.7604440221426872	0.8903467666354266	0.6420294393986846
GEMIN4	0.8152760261416517	0.9475711980007289	0.6890431695985801
QSOX2	0.771092224221195	0.895600104139547	0.6524689424783381
GP5	0.7228531252226453	0.8384106650002604	0.6054911786198978
DLGAP5	0.74934936485272	0.8696104978129556	0.6367764497103189
PLK2	0.7759237427359263	0.9008070814891956	0.652503001513807
PFKFB1	0.7562251630495697	0.8801081942982804	0.6368096878588578
TNPO2	0.8501787229967104	0.9788607726752058	0.7255833376833534
EPC2	0.7719877164332122	0.9007601791106946	0.6576543660942638
SHC4	0.7391119986446331	0.8593250568133715	0.6263374915183465
OR10C1	0.7341237060818128	0.8539887523432618	0.6159306816995511
MARCH4	0.7695068752818331	0.8904394917725473	0.6472829775016965
SHPK	0.7878526699655213	0.9163802978235969	0.6629430495380279
SLC2A9	0.7405649336842312	0.8591960008331597	0.6211504332393778
OR1S2	0.6770221605737606	0.79154298807478	0.5585134147614573
ZNF274	0.7381165805327801	0.8591512626920073	0.6159306816995511
PRPF3	0.735019298829247	0.8591512626920073	0.6159306816995511
FOXP4	0.786393254115455	0.9112210361884926	0.6681281970978181
STRN	0.807575928554611	0.9320489455870866	0.6838231455864697
KIAA1467	0.7765569733769498	0.9059668853483286	0.652503001513807
SUN5	0.7443018248143795	0.8695652173913043	0.6263701847792045
CCNT1	0.8006077036334928	0.9268419682374381	0.6734182501566089
CSTF2T	0.7798291751009414	0.906014058838844	0.6629084455579914
EEF1A2	0.7197050883391101	0.838367006873568	0.6054595751344016
GNAZ	0.7913918778359996	0.9164280135381411	0.6681630735501383
SH3BP2	0.7243583968526507	0.8487373079927103	0.6054911786198978
IFI44L	0.8124874219969989	0.9372559229367352	0.6942269547969517
CDR1	0.7032830187236295	0.8279093985941162	0.589801137846443
DDX24	0.786206090785163	0.9112210361884926	0.6681281970978181
PIGQ	0.7383595011511952	0.8591960008331597	0.6107746920025058
KRT77	0.6793576028424755	0.7967090189543845	0.5637037423665118
TAAR6	0.7106834418816691	0.8331163759437648	0.5948908996188789
ZNF100	0.7733492133756791	0.8956467402624454	0.6576886940181648
SEPTIN4	0.7843074108364628	0.906014058838844	0.6679637023180302
HS6ST3	0.7144940453803829	0.8332888482564129	0.6002400960384154
PWP2	0.7912822366055543	0.9215870040612308	0.6681630735501383
BLK	0.7578714589407064	0.8748177463028535	0.6368096878588578
MON1B	0.7388654733512565	0.864313235447256	0.6211180124223602
SREBF1	0.8143897591077146	0.9475711980007289	0.6940973601669925
SLC13A2	0.7616036750687109	0.8903467666354266	0.6470857586897011
ST8SIA5	0.7579030906055781	0.8801540236589382	0.6368429294774756
EFEMP1	0.7789683985527437	0.9111261519237779	0.652503001513807
OR13C5	0.7251797119003761	0.8437033316791963	0.6105493573401256
GPR83	0.7728878866816076	0.895600104139547	0.6524689424783381
RALGPS2	0.7495364813732089	0.8747721947409529	0.6264028814532547
TRAF3IP3	0.7717850658216874	0.8957291060138249	0.6524689424783381
ELMO2	0.7595386137869495	0.8851861494402499	0.6420294393986846
CPT1B	0.7861938399073997	0.9112210361884926	0.6629430495380279
SPERT	0.7759508730382129	0.9008070814891956	0.652503001513807
FOXA2	0.7548742682423482	0.8801081942982804	0.6368096878588578
CPEB1	0.7241510846872847	0.8487373079927103	0.6054911786198978
NFXL1	0.7751024824306821	0.9008070814891956	0.652503001513807
OR11G2	0.6874623494556589	0.8071235159341803	0.5689529178411108
RNF103	0.7860876927646835	0.9112210361884926	0.6629430495380279
HECTD3	0.7203162572722672	0.8435303306430617	0.600271427080071
ZNF345	0.7505868012424098	0.8747721947409529	0.6315899363190312
HNRNPUL2	0.7535612458830007	0.8799333541601583	0.6315899363190312
ZNF280C	0.745427121212736	0.8695652173913043	0.6263701847792045
CD86	0.7349386654386879	0.8591512626920073	0.6159306816995511
ACTL6B	0.7023060151818125	0.8227452614038742	0.589801137846443
FZD6	0.7929539887182703	0.9164280135381411	0.6733479486376448
STAT2	0.7271217790165185	0.843618184658647	0.6107109301597244
ATP1B4	0.7365326069280485	0.8591512626920073	0.6159306816995511
MC3R	0.757240343134809	0.8903004113083772	0.6368096878588578
CYTIP	0.7200232317287674	0.8384960899678047	0.6054595751344016
CSTF3	0.769605612750715	0.8904394917725473	0.6472829775016965
SLC44A4	0.8126118352371267	0.9424138290117672	0.6838588431822927
